area_id,source_id,source_name,statistics_code,provider_statistic_id_or_tstat,statsDataId,census_year,cdTime,prefecture_name,prefecture_code,municipality_code,municipality_name,municipality_type,area_dimension_source,area_code_confirmed,included_in_target_scope,is_special_ward,is_designated_city_ward,is_city,is_town,is_village,expected_join_key_to_N03,join_key_status,leading_zero_required,normalization_needed,notes
AC_0011,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11109,さいたま市緑区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,11109,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0012,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11110,さいたま市岩槻区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,11110,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0013,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11201,川越市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11201,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0014,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11202,熊谷市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11202,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0015,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11203,川口市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11203,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0016,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11206,行田市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11206,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0017,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11207,秩父市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11207,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0018,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11208,所沢市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11208,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0019,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11209,飯能市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11209,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0020,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11210,加須市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11210,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0021,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11211,本庄市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11211,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0022,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11212,東松山市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11212,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0023,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11214,春日部市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11214,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0024,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11215,狭山市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11215,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0025,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11216,羽生市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11216,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0026,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11217,鴻巣市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11217,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0027,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11218,深谷市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11218,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0028,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11219,上尾市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11219,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0029,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11221,草加市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11221,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0030,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11222,越谷市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11222,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0031,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11223,蕨市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11223,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0032,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11224,戸田市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11224,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0033,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11225,入間市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11225,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0034,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11227,朝霞市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11227,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0035,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11228,志木市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11228,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0036,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11229,和光市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11229,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0037,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11230,新座市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11230,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0038,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11231,桶川市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11231,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0039,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11232,久喜市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11232,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0040,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11233,北本市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11233,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0041,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11234,八潮市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11234,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0042,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11235,富士見市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11235,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0043,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11237,三郷市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11237,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0044,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11238,蓮田市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11238,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0045,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11239,坂戸市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11239,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0046,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11240,幸手市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11240,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0047,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11241,鶴ヶ島市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11241,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0048,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11242,日高市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11242,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0049,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11243,吉川市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11243,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0050,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11245,ふじみ野市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11245,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0051,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11246,白岡市,city,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,true,false,false,11246,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0052,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11301,伊奈町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11301,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0053,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11324,三芳町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11324,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0054,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11326,毛呂山町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11326,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0055,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11327,越生町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11327,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0056,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11341,滑川町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11341,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0057,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11342,嵐山町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11342,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0058,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11343,小川町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11343,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0059,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11346,川島町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11346,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0060,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11347,吉見町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11347,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0061,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11348,鳩山町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11348,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0062,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11349,ときがわ町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11349,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0063,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11361,横瀬町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11361,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0064,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11362,皆野町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11362,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0065,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11363,長瀞町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11363,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0066,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11365,小鹿野町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11365,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0067,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11369,東秩父村,village,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,false,true,11369,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0068,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11381,美里町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11381,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0069,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11383,神川町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11383,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0070,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11385,上里町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11385,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0071,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11408,寄居町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11408,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0072,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11442,宮代町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11442,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0073,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11464,杉戸町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11464,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0074,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Saitama,11,11465,松伏町,town,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,false,false,true,false,11465,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0075,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12000,千葉県,prefecture_total,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,no,false,false,false,false,false,12000,not_applicable,no,no,prefecture total row; not a municipality; excluded from target
AC_0076,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12100,千葉市,designated_city_parent,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,no,false,false,false,false,false,12100,not_applicable,no,no,designated-city parent aggregate; excluded to avoid double count; use its wards
AC_0077,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12101,千葉市中央区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12101,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
AC_0078,R02_OFF_TGT_001,Population Census of Japan (Kokusei Chosa) 2020 Basic Complete Tabulation,00200521,000001136464,0003445244,2020,2020000000,Chiba,12,12102,千葉市花見川区,designated_city_ward,e-Stat getMetaInfo area dimension (metadata only; no values retrieved),yes,yes,false,true,false,false,false,12102,expected_direct_5digit_join,no,no,standard 5-digit JIS municipality code
